0	0.0000000E+00	1.1677690E-07	0.0000000E+00
1	-2.8705925E-08	9.6805122E-08	3.5736507E-08
2	-3.4943384E-08	4.8386417E-08	4.6540350E-08
3	-4.5476491E-24	1.3145140E-08	4.0456581E-08
4	3.4943384E-08	-1.1789702E-08	6.6092757E-08
5	2.8705925E-08	-5.7311598E-08	8.5812064E-08
6	9.0952983E-24	-9.4474499E-08	6.8639741E-08
7	-2.8705925E-08	-9.9322381E-08	2.7989182E-08
8	-3.4943384E-08	-6.6501165E-08	-9.2111119E-09
9	-1.3642947E-23	-3.4414423E-08	-2.5003542E-08
10	3.4943384E-08	-2.9310278E-08	-6.0399976E-08
11	2.8705925E-08	-4.0730096E-09	-1.0311033E-07
12	1.8190597E-23	3.6086047E-08	-1.1106143E-07
13	-2.8705925E-08	6.3901865E-08	-8.1023955E-08
14	-3.4943384E-08	5.9214728E-08	-3.1636458E-08
15	-8.8675134E-23	4.2538567E-08	-4.8205049E-23
16	3.4943384E-08	5.9214728E-08	3.1636458E-08
17	2.8705925E-08	6.3901865E-08	8.1023955E-08
18	2.7285895E-23	3.6086047E-08	1.1106143E-07
19	-2.8705925E-08	-4.0730096E-09	1.0311033E-07
20	-3.4943384E-08	-2.9310278E-08	6.0399976E-08
21	-3.1833544E-23	-3.4414423E-08	2.5003542E-08
22	3.4943384E-08	-6.6501165E-08	9.2111119E-09
23	2.8705925E-08	-9.9322381E-08	-2.7989182E-08
24	3.6381193E-23	-9.4474499E-08	-6.8639741E-08
25	-2.8705925E-08	-5.7311598E-08	-8.5812064E-08
26	-3.4943384E-08	-1.1789702E-08	-6.6092757E-08
27	-4.0928842E-23	1.3145140E-08	-4.0456581E-08
28	3.4943384E-08	4.8386417E-08	-4.6540350E-08
29	2.8705925E-08	9.6805122E-08	-3.5736507E-08

