1	0.000000E+00	1.971787E-07	0.000000E+00	
2	-2.016675E-08	1.887257E-07	4.496498E-08	
3	-3.885490E-08	1.640953E-07	8.425995E-08	
4	-5.429756E-08	1.256507E-07	1.122518E-07	
5	-6.405019E-08	7.796122E-08	1.236797E-07	
6	-6.444966E-08	2.871649E-08	1.150312E-07	
7	-5.051012E-08	-1.141483E-08	8.866520E-08	
8	-1.962182E-08	-3.639004E-08	5.829823E-08	
9	1.962182E-08	-5.829823E-08	3.639004E-08	
10	5.051012E-08	-8.866520E-08	1.141483E-08	
11	6.444966E-08	-1.150312E-07	-2.871649E-08	
12	6.405019E-08	-1.236797E-07	-7.796122E-08	
13	5.429756E-08	-1.122518E-07	-1.256507E-07	
14	3.885490E-08	-8.425995E-08	-1.640953E-07	
15	2.016675E-08	-4.496498E-08	-1.887257E-07	
16	7.448149E-23	-2.113658E-22	-1.971787E-07	
17	-2.016675E-08	4.496498E-08	-1.887257E-07	
18	-3.885490E-08	8.425995E-08	-1.640953E-07	
19	-5.429756E-08	1.122518E-07	-1.256507E-07	
20	-6.405019E-08	1.236797E-07	-7.796122E-08	
21	-6.444966E-08	1.150312E-07	-2.871649E-08	
22	-5.051012E-08	8.866520E-08	1.141483E-08	
23	-1.962182E-08	5.829823E-08	3.639004E-08	
24	1.962182E-08	3.639004E-08	5.829823E-08	
25	5.051012E-08	1.141483E-08	8.866520E-08	
26	6.444966E-08	-2.871649E-08	1.150312E-07	
27	6.405019E-08	-7.796122E-08	1.236797E-07	
28	5.429756E-08	-1.256507E-07	1.122518E-07	
29	3.885490E-08	-1.640953E-07	8.425995E-08	
30	2.016675E-08	-1.887257E-07	4.496498E-08	
31	1.489630E-22	-1.971787E-07	4.227316E-22	
32	-2.016675E-08	-1.887257E-07	-4.496498E-08	
33	-3.885490E-08	-1.640953E-07	-8.425995E-08	
34	-5.429756E-08	-1.256507E-07	-1.122518E-07	
35	-6.405019E-08	-7.796122E-08	-1.236797E-07	
36	-6.444966E-08	-2.871649E-08	-1.150312E-07	
37	-5.051012E-08	1.141483E-08	-8.866520E-08	
38	-1.962182E-08	3.639004E-08	-5.829823E-08	
39	1.962182E-08	5.829823E-08	-3.639004E-08	
40	5.051012E-08	8.866520E-08	-1.141483E-08	
41	6.444966E-08	1.150312E-07	2.871649E-08	
42	6.405019E-08	1.236797E-07	7.796122E-08	
43	5.429756E-08	1.122518E-07	1.256507E-07	
44	3.885490E-08	8.425995E-08	1.640953E-07	
45	2.016675E-08	4.496498E-08	1.887257E-07	
46	4.831463E-23	1.087079E-22	1.971787E-07	
47	-2.016675E-08	-4.496498E-08	1.887257E-07	
48	-3.885490E-08	-8.425995E-08	1.640953E-07	
49	-5.429756E-08	-1.122518E-07	1.256507E-07	
50	-6.405019E-08	-1.236797E-07	7.796122E-08	
51	-6.444966E-08	-1.150312E-07	2.871649E-08	
52	-5.051012E-08	-8.866520E-08	-1.141483E-08	
53	-1.962182E-08	-5.829823E-08	-3.639004E-08	
54	1.962182E-08	-3.639004E-08	-5.829823E-08	
55	5.051012E-08	-1.141483E-08	-8.866520E-08	
56	6.444966E-08	2.871649E-08	-1.150312E-07	
57	6.405019E-08	7.796122E-08	-1.236797E-07	
58	5.429756E-08	1.256507E-07	-1.122518E-07	
59	3.885490E-08	1.640953E-07	-8.425995E-08	
60	2.016675E-08	1.887257E-07	-4.496498E-08	
