0	0.0000000E+00	1.0689103E-07	0.0000000E+00
1	-1.8105557E-08	9.1193812E-08	4.4077282E-08
2	-3.0559278E-08	4.9267966E-08	6.8656720E-08
3	-2.7805506E-08	1.3343360E-10	5.8897870E-08
4	-3.9267579E-24	-3.0256011E-08	3.0256011E-08
5	2.7805506E-08	-5.8897870E-08	-1.3343360E-10
6	3.0559278E-08	-6.8656720E-08	-4.9267966E-08
7	1.8105557E-08	-4.4077282E-08	-9.1193812E-08
8	7.8535157E-24	-1.9643606E-23	-1.0689103E-07
9	-1.8105557E-08	4.4077282E-08	-9.1193812E-08
10	-3.0559278E-08	6.8656720E-08	-4.9267966E-08
11	-2.7805506E-08	5.8897870E-08	-1.3343360E-10
12	-1.1780274E-23	3.0256011E-08	3.0256011E-08
13	2.7805506E-08	-1.3343360E-10	5.8897870E-08
14	3.0559278E-08	-4.9267966E-08	6.8656720E-08
15	1.8105557E-08	-9.1193812E-08	4.4077282E-08
16	1.5707031E-23	-1.0689103E-07	3.9287212E-23
17	-1.8105557E-08	-9.1193812E-08	-4.4077282E-08
18	-3.0559278E-08	-4.9267966E-08	-6.8656720E-08
19	-2.7805506E-08	-1.3343360E-10	-5.8897870E-08
20	-1.9633789E-23	3.0256011E-08	-3.0256011E-08
21	2.7805506E-08	5.8897870E-08	1.3343360E-10
22	3.0559278E-08	6.8656720E-08	4.9267966E-08
23	1.8105557E-08	4.4077282E-08	9.1193812E-08
24	2.3560547E-23	5.8930819E-23	1.0689103E-07
25	-1.8105557E-08	-4.4077282E-08	9.1193812E-08
26	-3.0559278E-08	-6.8656720E-08	4.9267966E-08
27	-2.7805506E-08	-5.8897870E-08	1.3343360E-10
28	-2.7487305E-23	-3.0256011E-08	-3.0256011E-08
29	2.7805506E-08	1.3343360E-10	-5.8897870E-08
30	3.0559278E-08	4.9267966E-08	-6.8656720E-08
31	1.8105557E-08	9.1193812E-08	-4.4077282E-08

