1	0	2.22623E-07	0	
2	-3.14175E-08	2.12356E-07	3.7517E-08	
3	-5.77234E-08	1.82786E-07	6.80723E-08	
4	-7.28658E-08	1.38324E-07	8.52131E-08	
5	-6.97085E-08	8.84244E-08	8.5455E-08	
6	-4.35014E-08	4.72531E-08	7.45872E-08	
7	-9.09156E-24	2.29315E-08	7.05758E-08	
8	4.35014E-08	5.6127E-09	8.81169E-08	
9	6.97085E-08	-2.13076E-08	1.21109E-07	
10	7.28658E-08	-6.18194E-08	1.50244E-07	
11	5.77234E-08	-1.07865E-07	1.62511E-07	
12	3.14175E-08	-1.49748E-07	1.55172E-07	
13	1.81831E-23	-1.80106E-07	1.30855E-07	
14	-3.14175E-08	-1.93852E-07	9.44679E-08	
15	-5.77234E-08	-1.87889E-07	5.23674E-08	
16	-7.28658E-08	-1.61993E-07	1.23659E-08	
17	-6.97085E-08	-1.21766E-07	-1.716E-08	
18	-4.35014E-08	-8.20698E-08	-3.25676E-08	
19	-2.72747E-23	-6.00354E-08	-4.36183E-08	
20	4.35014E-08	-5.63346E-08	-6.7989E-08	
21	6.97085E-08	-5.39479E-08	-1.10504E-07	
22	7.28658E-08	-3.8298E-08	-1.57886E-07	
23	5.77234E-08	-8.25656E-09	-1.94876E-07	
24	3.14175E-08	2.99409E-08	-2.13556E-07	
25	3.63662E-23	6.87944E-08	-2.11728E-07	
26	-3.14175E-08	1.01302E-07	-1.90369E-07	
27	-5.77234E-08	1.21225E-07	-1.52805E-07	
28	-7.28658E-08	1.23787E-07	-1.05222E-07	
29	-6.97085E-08	1.08597E-07	-5.76895E-08	
30	-4.35014E-08	8.55386E-08	-2.18916E-08	
31	-1.77277E-22	7.42078E-08	-8.40929E-23	
32	4.35014E-08	8.55386E-08	2.18916E-08	
33	6.97085E-08	1.08597E-07	5.76895E-08	
34	7.28658E-08	1.23787E-07	1.05222E-07	
35	5.77234E-08	1.21225E-07	1.52805E-07	
36	3.14175E-08	1.01302E-07	1.90369E-07	
37	5.45494E-23	6.87944E-08	2.11728E-07	
38	-3.14175E-08	2.99409E-08	2.13556E-07	
39	-5.77234E-08	-8.25656E-09	1.94876E-07	
40	-7.28658E-08	-3.8298E-08	1.57886E-07	
41	-6.97085E-08	-5.39479E-08	1.10504E-07	
42	-4.35014E-08	-5.63346E-08	6.7989E-08	
43	-6.36409E-23	-6.00354E-08	4.36183E-08	
44	4.35014E-08	-8.20698E-08	3.25676E-08	
45	6.97085E-08	-1.21766E-07	1.716E-08	
46	7.28658E-08	-1.61993E-07	-1.23659E-08	
47	5.77234E-08	-1.87889E-07	-5.23674E-08	
48	3.14175E-08	-1.93852E-07	-9.44679E-08	
49	7.27325E-23	-1.80106E-07	-1.30855E-07	
50	-3.14175E-08	-1.49748E-07	-1.55172E-07	
51	-5.77234E-08	-1.07865E-07	-1.62511E-07	
52	-7.28658E-08	-6.18194E-08	-1.50244E-07	
53	-6.97085E-08	-2.13076E-08	-1.21109E-07	
54	-4.35014E-08	5.6127E-09	-8.81169E-08	
55	-8.1824E-23	2.29315E-08	-7.05758E-08	
56	4.35014E-08	4.72531E-08	-7.45872E-08	
57	6.97085E-08	8.84244E-08	-8.5455E-08	
58	7.28658E-08	1.38324E-07	-8.52131E-08	
59	5.77234E-08	1.82786E-07	-6.80723E-08	
60	3.14175E-08	2.12356E-07	-3.7517E-08	
